,alpha,dtfact,dtheta,t,turn
503,8000.0,500.0,0.278127575852,353.577333332,3
504,8000.0,500.0,0.357476751099,441.973212119,4
505,8000.0,500.0,0.436825926346,530.369090906,5
506,8000.0,500.0,0.516175101585,618.764969693,6
507,8000.0,500.0,0.595524276838,707.16084848,7
508,8000.0,500.0,0.661783743627,795.554666661,8
509,8000.0,500.0,0.741132918926,883.950545447,9
510,8000.0,1000.0,0.0597285736864,88.3927878789,0
511,8000.0,1000.0,0.139091709149,176.788666666,1
512,8000.0,1000.0,0.218454844608,265.184545453,2
513,8000.0,1000.0,0.29781798013,353.58042424,3
514,8000.0,1000.0,0.370636261671,441.975272724,4
515,8000.0,1000.0,0.449999397206,530.371151512,5
516,8000.0,1000.0,0.529362532764,618.767030303,6
